date,european_aqi,european_aqi_pm2_5,european_aqi_pm10,european_aqi_nitrogen_dioxide,us_aqi,us_aqi_pm2_5,us_aqi_pm10,us_aqi_nitrogen_dioxide,us_aqi_carbon_monoxide
2022-07-29 00:00:00+00:00,,,,,,,,,
2022-07-29 01:00:00+00:00,,,,,,,,,
2022-07-29 02:00:00+00:00,,,,,,,,,
2022-07-29 03:00:00+00:00,,,,,,,,,
2022-07-29 04:00:00+00:00,,,,,,,,,
2022-07-29 05:00:00+00:00,,,,,,,,,
2022-07-29 06:00:00+00:00,,,,,,,,,
2022-07-29 07:00:00+00:00,,,,,,,,,
2022-07-29 08:00:00+00:00,,,,,,,,,
2022-07-29 09:00:00+00:00,,,,,,,,,
2022-07-29 10:00:00+00:00,,,,,,,,,
2022-07-29 11:00:00+00:00,,,,,,,,,
2022-07-29 12:00:00+00:00,,,,,,,,,
2022-07-29 13:00:00+00:00,,,,,,,,,
2022-07-29 14:00:00+00:00,,,,,,,,,
2022-07-29 15:00:00+00:00,,,,,,,,,
2022-07-29 16:00:00+00:00,,,,,,,,,
2022-07-29 17:00:00+00:00,,,,,,,,,
2022-07-29 18:00:00+00:00,,,,,,,,,
2022-07-29 19:00:00+00:00,,,,,,,,,
2022-07-29 20:00:00+00:00,,,,,,,,,
2022-07-29 21:00:00+00:00,,,,,,,,,
2022-07-29 22:00:00+00:00,,,,,,,,,
2022-07-29 23:00:00+00:00,,,,,,,,,
2022-07-30 00:00:00+00:00,,,,,,,,,
2022-07-30 01:00:00+00:00,,,,,,,,,
2022-07-30 02:00:00+00:00,,,,,,,,,
2022-07-30 03:00:00+00:00,,,,,,,,,
2022-07-30 04:00:00+00:00,,,,,,,,,
2022-07-30 05:00:00+00:00,,,,,,,,,
2022-07-30 06:00:00+00:00,,,,,,,,,
2022-07-30 07:00:00+00:00,,,,,,,,,
2022-07-30 08:00:00+00:00,,,,,,,,,
2022-07-30 09:00:00+00:00,,,,,,,,,
2022-07-30 10:00:00+00:00,,,,,,,,,
2022-07-30 11:00:00+00:00,,,,,,,,,
2022-07-30 12:00:00+00:00,,,,,,,,,
2022-07-30 13:00:00+00:00,,,,,,,,,
2022-07-30 14:00:00+00:00,,,,,,,,,
2022-07-30 15:00:00+00:00,,,,,,,,,
2022-07-30 16:00:00+00:00,,,,,,,,,
2022-07-30 17:00:00+00:00,,,,,,,,,
2022-07-30 18:00:00+00:00,,,,,,,,,
2022-07-30 19:00:00+00:00,,,,,,,,,
2022-07-30 20:00:00+00:00,,,,,,,,,
2022-07-30 21:00:00+00:00,,,,,,,,,
2022-07-30 22:00:00+00:00,,,,,,,,,
2022-07-30 23:00:00+00:00,,,,,,,,,
2022-07-31 00:00:00+00:00,,,,,,,,,
2022-07-31 01:00:00+00:00,,,,,,,,,
2022-07-31 02:00:00+00:00,,,,,,,,,
2022-07-31 03:00:00+00:00,,,,,,,,,
2022-07-31 04:00:00+00:00,,,,,,,,,
2022-07-31 05:00:00+00:00,,,,,,,,,
2022-07-31 06:00:00+00:00,,,,,,,,,
2022-07-31 07:00:00+00:00,,,,,,,,,
2022-07-31 08:00:00+00:00,,,,,,,,,
2022-07-31 09:00:00+00:00,,,,,,,,,
2022-07-31 10:00:00+00:00,,,,,,,,,
2022-07-31 11:00:00+00:00,,,,,,,,,
2022-07-31 12:00:00+00:00,,,,,,,,,
2022-07-31 13:00:00+00:00,,,,,,,,,
2022-07-31 14:00:00+00:00,,,,,,,,,
2022-07-31 15:00:00+00:00,,,,,,,,,
2022-07-31 16:00:00+00:00,,,,,,,,,
2022-07-31 17:00:00+00:00,,,,,,,,,
2022-07-31 18:00:00+00:00,,,,,,,,,
2022-07-31 19:00:00+00:00,,,,,,,,,
2022-07-31 20:00:00+00:00,,,,,,,,,
2022-07-31 21:00:00+00:00,,,,,,,,,
2022-07-31 22:00:00+00:00,,,,,,,,,
2022-07-31 23:00:00+00:00,,,,,,,,,
2022-08-01 00:00:00+00:00,,,,,,,,,
2022-08-01 01:00:00+00:00,,,,,,,,,
2022-08-01 02:00:00+00:00,,,,,,,,,
2022-08-01 03:00:00+00:00,,,,,,,,,
2022-08-01 04:00:00+00:00,,,,,,,,,
2022-08-01 05:00:00+00:00,,,,,,,,,
2022-08-01 06:00:00+00:00,,,,,,,,,
2022-08-01 07:00:00+00:00,,,,,,,,,
2022-08-01 08:00:00+00:00,,,,,,,,,
2022-08-01 09:00:00+00:00,,,,,,,,,
2022-08-01 10:00:00+00:00,,,,,,,,,
2022-08-01 11:00:00+00:00,,,,,,,,,
2022-08-01 12:00:00+00:00,,,,,,,,,
2022-08-01 13:00:00+00:00,,,,,,,,,
2022-08-01 14:00:00+00:00,,,,,,,,,
2022-08-01 15:00:00+00:00,,,,,,,,,
2022-08-01 16:00:00+00:00,,,,,,,,,
2022-08-01 17:00:00+00:00,,,,,,,,,
2022-08-01 18:00:00+00:00,,,,,,,,,
2022-08-01 19:00:00+00:00,,,,,,,,,
2022-08-01 20:00:00+00:00,,,,,,,,,
2022-08-01 21:00:00+00:00,,,,,,,,,
2022-08-01 22:00:00+00:00,,,,,,,,,
2022-08-01 23:00:00+00:00,,,,,,,,,
2022-08-02 00:00:00+00:00,,,,,,,,,
2022-08-02 01:00:00+00:00,,,,,,,,,
2022-08-02 02:00:00+00:00,,,,,,,,,
2022-08-02 03:00:00+00:00,,,,,,,,,
2022-08-02 04:00:00+00:00,,,,,,,,,
2022-08-02 05:00:00+00:00,,,,,,,,,
2022-08-02 06:00:00+00:00,,,,,,,,,
2022-08-02 07:00:00+00:00,,,,,,,,,
2022-08-02 08:00:00+00:00,,,,,,,,,
2022-08-02 09:00:00+00:00,,,,,,,,,
2022-08-02 10:00:00+00:00,,,,,,,,,
2022-08-02 11:00:00+00:00,,,,,,,,,
2022-08-02 12:00:00+00:00,,,,,,,,,
2022-08-02 13:00:00+00:00,,,,,,,,,
2022-08-02 14:00:00+00:00,,,,,,,,,
2022-08-02 15:00:00+00:00,,,,,,,,,
2022-08-02 16:00:00+00:00,,,,,,,,,
2022-08-02 17:00:00+00:00,,,,,,,,,
2022-08-02 18:00:00+00:00,,,,,,,,,
2022-08-02 19:00:00+00:00,,,,,,,,,
2022-08-02 20:00:00+00:00,,,,,,,,,
2022-08-02 21:00:00+00:00,,,,,,,,,
2022-08-02 22:00:00+00:00,,,,,,,,,
2022-08-02 23:00:00+00:00,,,,,,,,,
2022-08-03 00:00:00+00:00,,,,,,,,,
2022-08-03 01:00:00+00:00,,,,,,,,,
2022-08-03 02:00:00+00:00,,,,,,,,,
2022-08-03 03:00:00+00:00,,,,,,,,,
2022-08-03 04:00:00+00:00,,,,,,,,,
2022-08-03 05:00:00+00:00,,,,,,,,,
2022-08-03 06:00:00+00:00,,,,,,,,,
2022-08-03 07:00:00+00:00,,,,,,,,,
2022-08-03 08:00:00+00:00,,,,,,,,,
2022-08-03 09:00:00+00:00,,,,,,,,,
2022-08-03 10:00:00+00:00,,,,,,,,,
2022-08-03 11:00:00+00:00,,,,,,,,,
2022-08-03 12:00:00+00:00,,,,,,,,,
2022-08-03 13:00:00+00:00,,,,,,,,,
2022-08-03 14:00:00+00:00,,,,,,,,,
2022-08-03 15:00:00+00:00,,,,,,,,,
2022-08-03 16:00:00+00:00,,,,,,,,,
2022-08-03 17:00:00+00:00,,,,,,,,,
2022-08-03 18:00:00+00:00,,,,,,,,,
2022-08-03 19:00:00+00:00,,,,,,,,,
2022-08-03 20:00:00+00:00,,,,,,,,,
2022-08-03 21:00:00+00:00,,,,,,,,,
2022-08-03 22:00:00+00:00,,,,,,,,,
2022-08-03 23:00:00+00:00,,,,,,,,,
2022-08-04 00:00:00+00:00,,,,36.14,,,,39.573483,
2022-08-04 01:00:00+00:00,,,,32.739998,,,,35.387115,
2022-08-04 02:00:00+00:00,,,,27.86,,,,29.378447,
2022-08-04 03:00:00+00:00,,,,21.900002,,,,22.039993,
2022-08-04 04:00:00+00:00,,,,18.5,,,,18.22301,
2022-08-04 05:00:00+00:00,,,,15.299999,,,,15.070923,
2022-08-04 06:00:00+00:00,,,,11.825,,,,11.647951,
2022-08-04 07:00:00+00:00,,,,9.6,,,,9.456265,
2022-08-04 08:00:00+00:00,,,,7.8499994,,,,7.7324667,0.83896935
2022-08-04 09:00:00+00:00,,,,6.775,,,,6.6735616,0.7979067
2022-08-04 10:00:00+00:00,,,,7.55,,,,7.436958,0.76328504
2022-08-04 11:00:00+00:00,,,,9.325,,,,9.185382,0.7399356
2022-08-04 12:00:00+00:00,,,,7.625,,,,7.5108347,0.7314815
2022-08-04 13:00:00+00:00,,,,8.2,,,,8.077226,0.72504026
2022-08-04 14:00:00+00:00,,,,9.0,,,,8.865248,0.7226248
2022-08-04 15:00:00+00:00,,,,9.2,,,,9.062254,0.72302735
2022-08-04 16:00:00+00:00,,,,7.6499996,,,,7.5354614,0.7218196
2022-08-04 17:00:00+00:00,,,,5.2750006,,,,5.1960206,0.7173913
2022-08-04 18:00:00+00:00,,,,3.65,,,,3.5953507,0.70652175
2022-08-04 19:00:00+00:00,,,,4.65,,,,4.5803785,0.6888084
2022-08-04 20:00:00+00:00,,,,6.825,,,,6.722813,0.6686796
2022-08-04 21:00:00+00:00,,,,11.0,,,,10.835303,0.6586151
2022-08-04 22:00:00+00:00,,,,15.9,,,,15.661939,0.65821254
2022-08-04 23:00:00+00:00,,,,21.5,,,,21.547478,0.66465384
2022-08-05 00:00:00+00:00,38.4,32.358334,23.85833,29.24,58.891846,58.891846,21.689392,31.077618,0.6791465
2022-08-05 01:00:00+00:00,33.2,32.89167,24.237497,31.879997,59.45922,59.45922,22.034088,34.32821,0.71618354
2022-08-05 02:00:00+00:00,35.6,33.883335,24.92083,35.6,60.514187,60.514187,22.6553,38.908592,0.765298
2022-08-05 03:00:00+00:00,38.079998,34.833336,25.554163,38.079998,61.524826,61.524826,23.231058,41.962173,0.8272947
2022-08-05 04:00:00+00:00,36.18,35.508335,25.954166,36.18,62.24291,62.24291,23.594696,39.622734,0.8917069
2022-08-05 05:00:00+00:00,36.14167,36.14167,26.3125,32.28,62.91667,62.91667,23.920452,34.820724,0.9428342
2022-08-05 06:00:00+00:00,36.633335,36.633335,26.574997,26.399998,63.439716,63.439716,24.159088,27.58077,0.9730274
2022-08-05 07:00:00+00:00,36.93334,36.93334,26.712498,21.779999,63.758873,63.758873,24.28409,21.892239,0.9822867
2022-08-05 08:00:00+00:00,37.041668,37.041668,26.737497,15.9,63.874115,63.874115,24.306816,15.661939,0.9782609
2022-08-05 09:00:00+00:00,36.96667,36.96667,26.649994,9.575,63.794334,63.794334,24.227268,9.431639,0.94806767
2022-08-05 10:00:00+00:00,36.69167,36.69167,26.429167,7.725,63.501774,63.501774,24.026514,7.6093383,0.9033817
2022-08-05 11:00:00+00:00,36.258335,36.258335,26.104164,7.525,63.04078,63.04078,23.731058,7.412333,0.8466184
2022-08-05 12:00:00+00:00,35.725002,35.725002,25.7125,9.7,62.473404,62.473404,23.375,9.554768,0.78381646
2022-08-05 13:00:00+00:00,35.1,35.1,25.25,9.9,61.80851,61.80851,22.954546,9.751773,0.733897
2022-08-05 14:00:00+00:00,37.2,34.524998,24.829163,10.15,61.196804,61.196804,22.571968,9.99803,0.69726247
2022-08-05 15:00:00+00:00,47.333336,34.19167,24.591665,9.7,60.842205,60.842205,22.356058,9.554768,0.67753625
2022-08-05 16:00:00+00:00,57.333336,34.166668,24.566666,8.0,60.8156,60.8156,22.333332,7.8802204,0.6658615
2022-08-05 17:00:00+00:00,62.545452,34.275,24.633333,5.6,60.930855,60.930855,22.393938,5.5161543,0.65821254
2022-08-05 18:00:00+00:00,65.63636,34.358334,24.691668,3.5750003,61.019505,61.019505,22.44697,3.5214736,0.6521739
2022-08-05 19:00:00+00:00,66.90909,34.391666,24.712502,3.5750003,61.054962,61.054962,22.46591,3.5214736,0.6429146
2022-08-05 20:00:00+00:00,67.454544,34.333332,24.670832,4.45,60.99291,60.99291,22.428028,4.3833723,0.63365537
2022-08-05 21:00:00+00:00,66.545456,33.95,24.383331,7.3500004,60.585106,60.585106,22.166664,7.2399526,0.61956525
2022-08-05 22:00:00+00:00,63.454548,33.458332,24.016665,12.200001,60.062057,60.062057,21.833332,12.017337,0.6086956
2022-08-05 23:00:00+00:00,56.666664,33.083332,23.729168,18.575,59.663116,59.663116,21.571968,18.296888,0.602657
2022-08-06 00:00:00+00:00,46.0,32.8,23.512499,26.52,59.361702,59.361702,21.374998,27.728525,0.6050725
2022-08-06 01:00:00+00:00,42.0,32.058334,22.970833,25.62,58.572697,58.572697,20.882576,26.62037,0.6324477
2022-08-06 02:00:00+00:00,38.0,31.016665,22.216667,24.32,57.46454,57.46454,20.19697,25.0197,0.6678744
2022-08-06 03:00:00+00:00,34.8,30.324997,21.704168,22.36,56.72872,56.72872,19.731062,22.606382,0.7117552
2022-08-06 04:00:00+00:00,34.0,30.074999,21.520836,20.8,56.462765,56.462765,19.564396,20.68558,0.7580516
2022-08-06 05:00:00+00:00,34.0,29.908333,21.404167,18.875,56.285458,56.285458,19.458332,18.592396,0.80193233
2022-08-06 06:00:00+00:00,34.4,29.858337,21.370832,16.0,56.232273,56.232273,19.42803,15.760441,0.839372
2022-08-06 07:00:00+00:00,34.0,29.974998,21.454166,13.575,56.356384,56.356384,19.503788,13.371749,0.8675524
2022-08-06 08:00:00+00:00,34.0,30.266668,21.658333,11.075,56.666668,56.666668,19.689392,10.909181,0.88486326
2022-08-06 09:00:00+00:00,34.0,30.716667,21.983334,9.025,57.145393,57.145393,19.984848,8.889874,0.87721413
2022-08-06 10:00:00+00:00,34.0,31.358335,22.441666,9.55,57.828014,57.828014,20.401514,9.407014,0.86553955
2022-08-06 11:00:00+00:00,34.0,32.14167,23.004166,11.2,58.661354,58.661354,20.912878,11.032309,0.8542673
2022-08-06 12:00:00+00:00,37.6,32.908337,23.554163,11.25,59.476955,59.476955,21.412874,11.081561,0.8462158
2022-08-06 13:00:00+00:00,46.0,33.05,23.675,10.625,59.62766,59.62766,21.522724,10.465918,0.83454114
2022-08-06 14:00:00+00:00,60.0,33.100002,23.724998,9.7,59.680855,59.680855,21.568182,9.554768,0.8228663
2022-08-06 15:00:00+00:00,64.181816,33.21667,23.816666,8.225,59.80497,59.80497,21.651516,8.101851,0.81078905
2022-08-06 16:00:00+00:00,65.818184,33.116665,23.762497,6.5250006,59.69858,59.69858,21.602272,6.427305,0.79629624
2022-08-06 17:00:00+00:00,66.90909,32.899998,23.620832,4.525,59.468086,59.468086,21.473484,4.4572496,0.78019327
2022-08-06 18:00:00+00:00,66.90909,32.61667,23.429167,3.375,59.16667,59.16667,21.299244,3.3244681,0.7600645
2022-08-06 19:00:00+00:00,65.63636,32.333336,23.237497,4.375,58.86525,58.86525,21.124998,4.309496,0.7306764
2022-08-06 20:00:00+00:00,63.454548,32.141666,23.112497,6.475,58.661346,58.661346,21.011362,6.378053,0.6944445
2022-08-06 21:00:00+00:00,60.0,32.025,23.045835,10.575,58.53723,58.53723,20.95076,10.416666,0.6630435
2022-08-06 22:00:00+00:00,48.666668,32.183334,23.170835,15.65,58.705677,58.705677,21.064396,15.41568,0.63607085
2022-08-06 23:00:00+00:00,37.6,32.3,23.270834,21.5,58.829784,58.829784,21.155304,21.547478,0.6167472
2022-08-07 00:00:00+00:00,45.333332,32.391666,23.354166,20.24,58.927303,58.927303,21.23106,19.99606,0.607488
2022-08-07 01:00:00+00:00,40.666664,32.191666,23.20417,19.1,58.71454,58.71454,21.0947,18.814028,0.6086956
2022-08-07 02:00:00+00:00,36.399998,31.849998,22.949999,17.375,58.351063,58.351063,20.863636,17.114855,0.6143318
2022-08-07 03:00:00+00:00,32.4,31.291664,22.549995,14.525,57.75709,57.75709,20.499996,14.307526,0.6231884
2022-08-07 04:00:00+00:00,31.199999,30.641663,22.0875,11.775,57.0656,57.0656,20.079546,11.5987,0.62882453
2022-08-07 05:00:00+00:00,30.8,29.941658,21.591665,8.6,56.32092,56.32092,19.628788,8.471237,0.6284219
2022-08-07 06:00:00+00:00,30.8,29.216667,21.079166,5.25,55.549644,55.549644,19.162878,5.171395,0.61876005
2022-08-07 07:00:00+00:00,30.8,28.374998,20.495832,4.05,54.65425,54.65425,18.632574,3.989362,0.5982287
2022-08-07 08:00:00+00:00,30.8,27.374996,19.795834,3.55,53.590424,53.590424,17.996212,3.4968476,0.57125604
2022-08-07 09:00:00+00:00,30.4,26.258331,19.008333,3.45,52.402477,52.402477,17.280302,3.398345,0.5394525
2022-08-07 10:00:00+00:00,29.2,25.066666,18.170834,3.875,51.134754,51.134754,16.51894,3.8169816,0.5100644
2022-08-07 11:00:00+00:00,27.6,23.84167,17.304167,4.675,49.670143,49.670143,15.73106,4.6050043,0.48470214
2022-08-07 12:00:00+00:00,26.399998,22.633333,16.454166,5.1499996,47.15278,47.15278,14.958332,5.072892,0.465781
2022-08-07 13:00:00+00:00,26.800001,21.991669,15.995834,5.05,45.81597,45.81597,14.541668,4.9743896,0.4492754
2022-08-07 14:00:00+00:00,27.6,21.45,15.616666,4.925,44.687496,44.687496,14.19697,4.8512607,0.43961355
2022-08-07 15:00:00+00:00,29.6,20.916668,15.245833,4.8,43.576385,43.576385,13.859849,4.7281327,0.43679544
2022-08-07 16:00:00+00:00,33.2,20.591663,15.020836,4.725,42.899303,42.899303,13.655305,4.654255,0.43558776
2022-08-07 17:00:00+00:00,37.6,20.433332,14.929169,4.65,42.569443,42.569443,13.57197,4.5803785,0.43438002
2022-08-07 18:00:00+00:00,43.333336,20.441666,14.962501,4.75,42.586803,42.586803,13.602273,4.678881,0.43276978
2022-08-07 19:00:00+00:00,46.0,20.516665,15.058334,4.775,42.74305,42.74305,13.689394,4.703507,0.42995167
2022-08-07 20:00:00+00:00,46.666664,20.558334,15.129167,4.85,42.82986,42.82986,13.753788,4.777384,0.42512083
2022-08-07 21:00:00+00:00,44.0,20.525,15.137501,6.025,42.760418,42.760418,13.761364,5.934791,0.42351046
2022-08-07 22:00:00+00:00,38.0,20.091665,14.8625,8.7,41.857635,41.857635,13.511364,8.569739,0.42270535
2022-08-07 23:00:00+00:00,31.199999,19.583332,14.516666,12.3,40.798607,40.798607,13.196969,12.11584,0.42431563
2022-08-08 00:00:00+00:00,32.0,19.1,14.1833315,15.2,39.791668,39.791668,12.893937,14.972419,0.42914656
2022-08-08 01:00:00+00:00,30.0,18.591665,13.833333,14.625,38.732635,38.732635,12.575758,14.406029,0.4384058
2022-08-08 02:00:00+00:00,26.800001,18.116667,13.508331,13.824999,37.743057,37.743057,12.280302,13.618006,0.44685993
2022-08-08 03:00:00+00:00,23.199999,17.700003,13.220833,12.4,36.875008,36.875008,12.018939,12.214342,0.4549114
2022-08-08 04:00:00+00:00,21.6,17.366669,12.9875,10.975,36.180557,36.180557,11.806818,10.8106785,0.46175522
2022-08-08 05:00:00+00:00,20.0,17.116669,12.8125,9.325,35.65973,35.65973,11.647727,9.185382,0.46658617
2022-08-08 06:00:00+00:00,19.199999,16.91667,12.670834,7.4,35.24306,35.24306,11.51894,7.289204,0.46779388
2022-08-08 07:00:00+00:00,19.199999,16.825003,12.604168,6.3999996,35.05209,35.05209,11.458334,6.304177,0.4641707
2022-08-08 08:00:00+00:00,19.6,16.866669,12.633334,5.625,35.138893,35.138893,11.48485,5.5407805,0.4573269
2022-08-08 09:00:00+00:00,20.4,16.96667,12.7125,5.05,35.347225,35.347225,11.556818,4.9743896,0.44685993
2022-08-08 10:00:00+00:00,20.0,17.075,12.791668,5.1499996,35.572918,35.572918,11.628789,5.072892,0.4384058
2022-08-08 11:00:00+00:00,19.6,17.15,12.858335,5.575,35.729168,35.729168,11.689395,5.4915285,0.43156204
2022-08-08 12:00:00+00:00,22.4,17.258331,12.95,5.55,35.954857,35.954857,11.772727,5.466903,0.4283414
2022-08-08 13:00:00+00:00,26.399998,17.349997,13.033334,5.2750006,36.14583,36.14583,11.848486,5.1960206,0.42995167
2022-08-08 14:00:00+00:00,31.599998,17.399998,13.079166,4.9,36.249996,36.249996,11.890151,4.8266354,0.43438002
2022-08-08 15:00:00+00:00,39.2,17.424997,13.099999,4.55,36.30208,36.30208,11.909091,4.481876,0.4416264
2022-08-08 16:00:00+00:00,48.0,17.525,13.170834,4.5,36.510418,36.510418,11.973485,4.432624,0.4492754
2022-08-08 17:00:00+00:00,58.0,17.666666,13.258334,4.575,36.805553,36.805553,12.053031,4.506501,0.45692438
2022-08-08 18:00:00+00:00,61.81818,17.775,13.3125,5.025,37.03125,37.03125,12.102272,4.9497633,0.4641707
2022-08-08 19:00:00+00:00,62.181816,17.891668,13.358334,5.5,37.27431,37.27431,12.14394,5.4176517,0.47181967
2022-08-08 20:00:00+00:00,61.454544,17.958334,13.370834,6.15,37.413197,37.413197,12.155304,6.05792,0.4778583
2022-08-08 21:00:00+00:00,58.666668,18.025,13.391667,8.15,37.552082,37.552082,12.174243,8.027974,0.48107895
2022-08-08 22:00:00+00:00,49.333336,18.108334,13.420834,11.6,37.725697,37.725697,12.200758,11.426321,0.48590988
2022-08-08 23:00:00+00:00,38.0,18.191668,13.462498,16.05,37.899307,37.899307,12.238635,15.80969,0.49355873
2022-08-09 00:00:00+00:00,35.6,18.233335,13.474998,20.080002,37.986115,37.986115,12.249999,19.799053,0.5052335
2022-08-09 01:00:00+00:00,35.6,18.166666,13.408333,18.2,37.84722,37.84722,12.189393,17.927504,0.52576494
2022-08-09 02:00:00+00:00,36.0,18.050001,13.308333,15.475,37.604168,37.604168,12.098485,15.243302,0.5438808
2022-08-09 03:00:00+00:00,36.399998,17.958334,13.233334,12.1,37.413197,37.413197,12.030304,11.918835,0.5583736
2022-08-09 04:00:00+00:00,37.2,17.908333,13.1875,10.275,37.30903,37.30903,11.988636,10.121159,0.5700483
2022-08-09 05:00:00+00:00,38.4,17.891666,13.166665,8.7,37.274303,37.274303,11.969695,8.569739,0.58011276
2022-08-09 06:00:00+00:00,39.2,17.891666,13.166667,7.1,37.274303,37.274303,11.969698,6.9936953,0.58695656
2022-08-09 07:00:00+00:00,38.800003,17.883333,13.158333,6.3,37.256943,37.256943,11.962122,6.2056737,0.5889694
2022-08-09 08:00:00+00:00,37.6,17.858335,13.137501,5.8,37.204865,37.204865,11.943182,5.7131605,0.58655393
2022-08-09 09:00:00+00:00,36.0,17.808336,13.091667,5.7,37.1007,37.1007,11.901516,5.614657,0.57407415
2022-08-09 10:00:00+00:00,34.4,17.708336,13.0125,6.375,36.892365,36.892365,11.829545,6.2795506,0.56400967
2022-08-09 11:00:00+00:00,32.4,17.558336,12.895832,7.475,36.57987,36.57987,11.723483,7.363081,0.5583736
2022-08-09 12:00:00+00:00,33.2,17.383337,12.754166,7.525,36.215286,36.215286,11.594696,7.412333,0.5583736
2022-08-09 13:00:00+00:00,37.2,17.158337,12.574999,7.1,35.746536,35.746536,11.431818,6.9936953,0.5623993
2022-08-09 14:00:00+00:00,45.333332,16.958336,12.416667,6.475,35.329865,35.329865,11.287879,6.378053,0.5676328
2022-08-09 15:00:00+00:00,56.666664,16.850002,12.329166,5.725,35.10417,35.10417,11.208333,5.639283,0.5736715
2022-08-09 16:00:00+00:00,60.727272,16.758335,12.254169,5.325,34.913197,34.913197,11.140154,5.2452717,0.5785024
2022-08-09 17:00:00+00:00,62.181816,16.616667,12.145835,5.0,34.618057,34.618057,11.041668,4.925138,0.5821256
2022-08-09 18:00:00+00:00,63.09091,16.416666,11.995834,4.8,34.201385,34.201385,10.905304,4.7281327,0.58252823
2022-08-09 19:00:00+00:00,63.272728,16.125,11.775,4.475,33.59375,33.59375,10.704546,4.4079986,0.5785024
2022-08-09 20:00:00+00:00,62.727276,15.799999,11.529168,4.175,32.916664,32.916664,10.481062,4.1124907,0.56964576
2022-08-09 21:00:00+00:00,61.090908,15.533333,11.320835,5.525,32.36111,32.36111,10.291668,5.442278,0.5567633
2022-08-09 22:00:00+00:00,54.0,15.216667,11.079166,9.2,31.70139,31.70139,10.07197,9.062254,0.5450886
2022-08-09 23:00:00+00:00,40.666664,14.983334,10.891667,14.35,31.215277,31.215277,9.901516,14.135146,0.5382447
2022-08-10 00:00:00+00:00,29.2,14.783333,10.733334,20.64,30.79861,30.79861,9.757576,20.488573,0.53864735
2022-08-10 01:00:00+00:00,29.6,14.966667,10.854168,18.6,31.180555,31.180555,9.867425,18.321514,0.54750407
2022-08-10 02:00:00+00:00,30.4,15.491666,11.220835,15.550001,32.274303,32.274303,10.200758,15.31718,0.55716586
2022-08-10 03:00:00+00:00,29.6,16.141668,11.670834,13.775,33.628475,33.628475,10.609849,13.568754,0.5672303
2022-08-10 04:00:00+00:00,26.0,16.708334,12.058333,16.85,34.80903,34.80903,10.962121,16.597717,0.5797102
2022-08-10 05:00:00+00:00,21.660002,17.158333,12.366665,21.660002,35.74653,35.74653,11.242422,21.744484,0.60024154
2022-08-10 06:00:00+00:00,24.68,17.541666,12.620832,24.68,36.545135,36.545135,11.473485,25.462965,0.62922704
2022-08-10 07:00:00+00:00,22.26,17.866667,12.837498,22.26,37.22222,37.22222,11.670453,22.483255,0.6614332
2022-08-10 08:00:00+00:00,18.083334,18.083334,12.979166,16.95,37.673615,37.673615,11.799242,16.696218,0.68438005
2022-08-10 09:00:00+00:00,20.0,18.191666,13.050001,10.475,37.899303,37.899303,11.863636,10.318165,0.692029
2022-08-10 10:00:00+00:00,20.0,18.258333,13.087501,8.95,38.038193,38.038193,11.897728,8.815997,0.692029
2022-08-10 11:00:00+00:00,19.6,18.291666,13.100002,8.75,38.107635,38.107635,11.909092,8.618992,0.6916264
2022-08-10 12:00:00+00:00,21.199999,18.300001,13.099999,5.9749994,38.125004,38.125004,11.909091,5.8855395,0.6904187
2022-08-10 13:00:00+00:00,23.199999,18.483332,13.225001,6.475,38.50694,38.50694,12.022729,6.378053,0.67673105
2022-08-10 14:00:00+00:00,26.0,18.716665,13.379166,7.2,38.993053,38.993053,12.162878,7.092199,0.6553946
2022-08-10 15:00:00+00:00,30.4,18.883333,13.4875,7.6499996,39.34028,39.34028,12.261364,7.5354614,0.62882453
2022-08-10 16:00:00+00:00,34.8,19.033333,13.591667,7.1,39.65278,39.65278,12.356061,6.9936953,0.607488
2022-08-10 17:00:00+00:00,40.666664,19.225,13.724999,6.1000004,40.052082,40.052082,12.477272,6.0086684,0.59420294
2022-08-10 18:00:00+00:00,50.0,19.475,13.895834,5.175,40.572918,40.572918,12.632576,5.097518,0.58856684
2022-08-10 19:00:00+00:00,55.333332,19.691666,14.054167,4.375,41.024303,41.024303,12.776516,4.309496,0.58373594
2022-08-10 20:00:00+00:00,58.666668,19.991667,14.266666,3.6750002,41.649307,41.649307,12.969696,3.6199763,0.5772947
2022-08-10 21:00:00+00:00,58.666668,20.216665,14.420833,6.25,42.118053,42.118053,13.109848,6.1564226,0.57568437
2022-08-10 22:00:00+00:00,52.0,20.474997,14.608334,13.55,42.656242,42.656242,13.280302,13.347123,0.57608694
2022-08-10 23:00:00+00:00,40.666664,20.791664,14.837502,23.039999,43.315968,43.315968,13.488637,23.443657,0.5845411
2022-08-11 00:00:00+00:00,31.64,21.33333,15.229167,31.64,44.44444,44.44444,13.844697,34.032703,0.60547507
2022-08-11 01:00:00+00:00,32.1,21.891663,15.641666,32.1,45.607628,45.607628,14.219697,34.599094,0.6453301
2022-08-11 02:00:00+00:00,32.72,22.374996,16.016668,32.72,46.61458,46.61458,14.560607,35.36249,0.6952496
2022-08-11 03:00:00+00:00,32.1,22.791664,16.34167,32.1,47.482635,47.482635,14.856063,34.599094,0.7588567
2022-08-11 04:00:00+00:00,29.419998,23.083334,16.59167,29.419998,48.09028,48.09028,15.083335,31.299252,0.8341385
2022-08-11 05:00:00+00:00,28.800001,23.391668,16.85,25.539999,48.732643,48.732643,15.318182,26.521868,0.90740734
